CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C17458,26.86,1.00,373.77,0.00,373.77,0.00,1.00,0.00,0.92,0.00,0,12,7000,381.48,160.26,1.00,12
C17459,322.22,0.67,2522.03,2180.79,341.24,0.00,0.67,0.67,0.56,0.00,0,18,9000,1898.19,199.11,0.40,9
C17460,1150.87,1.00,108.00,0.00,108.00,0.00,0.33,0.00,0.33,0.00,0,4,1000,98.20,9448.61,0.00,12
C17461,826.28,1.00,2241.87,1941.55,300.32,0.00,1.00,0.83,0.92,0.00,0,45,2500,2578.75,251.82,0.00,12
C17462,564.03,1.00,1007.40,941.82,65.58,0.00,0.50,0.50,0.08,0.00,0,11,2000,506.93,198.50,0.00,12
C17463,120.31,0.55,653.95,653.95,0.00,0.00,0.42,0.42,0.00,0.00,0,8,2500,1327.03,195.94,0.20,12
C17464,32.71,0.45,350.00,0.00,350.00,0.00,0.42,0.00,0.33,0.00,0,6,3000,421.82,178.41,1.00,12
C17465,133.80,0.64,2460.00,0.00,2460.00,0.00,0.58,0.00,0.50,0.00,0,24,2500,3601.55,131.73,1.00,12
C17466,532.47,1.00,3262.50,1186.74,2075.76,0.00,0.90,0.10,0.80,0.00,0,17,4500,2683.09,177.05,0.33,10
C17467,799.27,1.00,906.81,449.65,457.16,730.51,0.92,0.58,0.75,0.08,2,29,1000,1590.92,1227.77,0.08,12
C17468,857.26,0.91,636.84,484.20,152.64,2224.94,0.42,0.17,0.17,0.50,11,7,3000,443.00,301.27,0.00,12
C17469,6681.37,0.83,2968.20,2968.20,0.00,7709.35,0.17,0.17,0.00,0.17,2,26,9000,3035.41,3142.89,0.00,6
C17470,34.78,1.00,0.00,0.00,0.00,18.24,0.00,0.00,0.00,0.08,1,0,1500,1132.99,147.00,0.08,12
C17471,26.00,0.45,398.57,111.24,287.33,0.00,0.33,0.08,0.25,0.00,0,4,2500,821.07,132.91,0.80,12
C17472,6256.56,1.00,0.00,0.00,0.00,2045.73,0.00,0.00,0.00,0.42,14,0,6500,1573.75,2135.48,0.00,12
C17473,561.00,1.00,11577.00,10975.00,602.00,875.58,1.00,1.00,0.50,0.25,6,97,5500,12148.50,188.41,0.67,12
C17474,919.25,1.00,1002.40,1002.40,0.00,196.08,0.50,0.50,0.00,0.25,4,18,2000,173.63,2541.36,0.00,8
C17476,3139.84,0.64,859.03,0.00,859.03,1360.87,1.00,0.00,1.00,0.33,21,31,9000,8655.73,4234.43,0.00,12
C17477,1106.43,1.00,0.00,0.00,0.00,639.27,0.00,0.00,0.00,0.33,5,0,2500,364.64,263.85,0.00,12
C17478,611.33,1.00,518.88,0.00,518.88,0.00,1.00,0.00,1.00,0.00,0,76,600,670.36,861.20,0.00,12
C17479,1205.02,1.00,1247.43,0.00,1247.43,0.00,1.00,0.00,1.00,0.00,0,41,1000,1314.36,2812.82,0.00,12
C17480,600.45,1.00,351.88,104.78,247.10,445.26,0.67,0.25,0.50,0.58,13,10,800,785.56,378.37,0.00,12
C17481,32.93,1.00,337.00,0.00,337.00,0.00,1.00,0.00,1.00,0.00,0,18,2500,398.16,156.14,0.50,12
C17482,35.86,0.55,361.49,361.49,0.00,0.00,0.45,0.45,0.00,0.00,0,9,1500,625.79,155.44,0.50,11
C17483,673.59,1.00,2199.62,303.56,1896.06,0.00,1.00,0.25,1.00,0.00,0,32,3000,2377.36,172.19,0.00,12
C17484,1456.62,1.00,53.90,0.00,53.90,0.00,0.58,0.00,0.58,0.00,0,7,1500,330.89,527.39,0.00,12
C17485,1254.48,1.00,0.00,0.00,0.00,263.59,0.00,0.00,0.00,0.08,1,0,1500,684.23,440.89,0.00,12
C17486,5.14,0.18,323.71,0.00,323.71,0.00,1.00,0.00,1.00,0.00,0,17,1500,220.00,27.36,0.08,12
C17487,706.33,0.89,169.54,169.54,0.00,1406.74,0.33,0.33,0.00,0.89,14,3,2500,302.98,142.60,0.00,9
C17488,3610.88,1.00,0.00,0.00,0.00,2791.51,0.00,0.00,0.00,0.17,8,0,4500,810.48,944.59,0.00,12
C17489,95.06,1.00,133.45,16.80,116.65,437.39,0.50,0.08,0.33,0.08,1,6,2500,469.27,160.66,0.09,12
C17490,1242.89,1.00,17.60,17.60,0.00,0.00,0.08,0.08,0.00,0.00,0,1,4000,589.67,472.76,0.00,12
C17491,9.05,0.91,316.20,0.00,316.20,0.00,1.00,0.00,1.00,0.00,0,24,2000,391.40,89.51,0.60,12
C17492,169.89,0.67,973.50,973.50,0.00,0.00,0.17,0.17,0.00,0.00,0,1,2000,28.08,41.46,0.00,6
C17493,1397.56,1.00,0.00,0.00,0.00,869.40,0.00,0.00,0.00,0.17,2,0,2000,543.80,405.83,0.00,12
C17494,1185.33,1.00,0.00,0.00,0.00,1651.71,0.00,0.00,0.00,0.50,21,0,3000,341.94,367.00,0.00,12
C17495,978.77,1.00,905.04,545.12,359.92,0.00,0.67,0.17,0.67,0.00,0,20,4000,392.48,315.47,0.00,12
C17496,283.69,1.00,45.65,45.65,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1000,165.82,252.48,0.00,12
C17497,6.25,0.27,108.20,0.00,108.20,0.00,0.42,0.00,0.42,0.00,0,5,4500,0.00,,0.00,12
C17498,28.61,1.00,208.00,0.00,208.00,0.00,0.83,0.00,0.83,0.00,0,10,3000,253.54,169.80,0.00,12
C17499,677.78,0.75,0.00,0.00,0.00,1361.31,0.00,0.00,0.00,0.13,2,0,1500,1515.95,143.81,0.00,8
C17500,724.61,0.91,1534.71,431.40,1103.31,1363.55,0.67,0.42,0.50,0.75,26,18,1700,1809.59,283.94,0.09,12
C17501,59.80,1.00,309.25,289.40,19.85,0.00,0.17,0.17,0.08,0.00,0,8,2000,675.10,425.91,0.25,12
C17502,42.65,1.00,93.24,0.00,93.24,0.00,0.50,0.00,0.50,0.00,0,6,5000,156.58,95.99,0.00,12
C17503,284.43,0.36,212.92,0.00,212.92,0.00,0.83,0.00,0.83,0.00,0,15,1500,1202.79,150.11,0.00,12
C17504,1569.71,1.00,375.92,375.92,0.00,38.24,0.33,0.33,0.00,0.08,2,6,1700,530.07,1003.04,0.00,12
C17505,2130.05,1.00,1044.20,835.96,208.24,0.00,1.00,0.70,0.70,0.00,0,26,6000,597.91,422.54,0.00,10
C17506,539.07,1.00,240.51,128.64,111.87,0.00,1.00,0.25,0.92,0.00,0,14,500,340.35,570.45,0.00,12
C17507,31.87,0.64,394.00,0.00,394.00,0.00,0.42,0.00,0.25,0.00,0,6,1500,778.62,154.10,1.00,12
C17508,209.03,1.00,1520.76,657.19,863.57,0.00,0.92,0.25,0.92,0.00,0,24,3500,1771.08,192.56,0.17,12
C17509,683.29,1.00,706.08,706.08,0.00,0.00,0.92,0.92,0.00,0.00,0,13,1500,1847.90,717.10,0.00,12
C17510,457.07,0.55,1273.00,1273.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2500,2633.36,148.64,0.00,12
C17511,13.44,1.00,0.00,0.00,0.00,138.41,0.00,0.00,0.00,0.13,1,0,1500,150.90,18.96,0.14,8
C17512,762.92,1.00,1214.55,992.67,221.88,399.60,0.33,0.17,0.25,0.25,4,14,1500,1579.20,314.35,0.08,12
C17513,69.44,1.00,368.16,0.00,368.16,0.00,1.00,0.00,1.00,0.00,0,32,2500,153.12,143.42,0.08,12
C17514,26.53,0.88,135.31,0.00,135.31,0.00,0.88,0.00,0.75,0.00,0,7,1500,93.85,112.78,0.80,8
C17515,52.36,0.45,658.24,658.24,0.00,0.00,0.17,0.17,0.00,0.00,0,2,4000,1609.33,149.86,0.00,12
C17516,1144.13,1.00,1373.27,688.15,685.12,1101.35,1.00,1.00,0.83,0.17,4,30,4000,1705.16,375.04,0.00,12
C17517,399.50,1.00,740.11,410.28,329.83,0.00,1.00,0.33,1.00,0.00,0,33,1200,1379.68,420.65,0.00,12
C17518,71.43,1.00,2068.41,0.00,2068.41,0.00,1.00,0.00,1.00,0.00,0,27,2500,1984.99,59.52,0.25,12
C17519,42.29,1.00,313.36,0.00,313.36,0.00,0.67,0.00,0.67,0.00,0,8,2000,428.09,189.92,0.67,12
C17521,528.32,0.91,0.00,0.00,0.00,2101.09,0.00,0.00,0.00,0.42,7,0,3000,1398.91,167.44,0.33,12
C17522,1609.51,1.00,0.00,0.00,0.00,136.21,0.00,0.00,0.00,0.08,2,0,1700,277.62,705.40,0.00,12
C17523,442.11,1.00,671.36,0.00,671.36,777.53,0.58,0.00,0.50,0.08,1,13,3000,63.20,210.93,0.00,12
C17524,1075.03,1.00,0.00,0.00,0.00,134.39,0.00,0.00,0.00,0.25,6,0,1200,585.94,262.14,0.00,12
C17525,24.66,0.36,0.00,0.00,0.00,398.73,0.00,0.00,0.00,0.09,1,0,500,757.36,132.25,0.50,11
C17526,55.18,0.80,532.64,0.00,532.64,0.00,0.80,0.00,0.70,0.00,0,8,2500,547.61,136.20,1.00,10
C17527,734.73,0.73,0.00,0.00,0.00,428.37,0.00,0.00,0.00,0.08,5,0,1200,1596.30,179.25,0.18,12
C17528,2479.82,1.00,5812.17,5142.57,669.60,638.56,0.92,0.75,0.42,0.08,3,27,10500,4586.50,680.37,0.00,12
C17529,112.70,0.91,1437.38,1437.38,0.00,0.00,0.58,0.58,0.00,0.00,0,17,2000,1469.06,127.59,1.00,12
C17530,3.51,0.36,48.04,0.00,48.04,0.00,0.33,0.00,0.33,0.00,0,4,1500,140.94,109.56,0.60,12
C17531,2760.90,0.90,0.00,0.00,0.00,4278.97,0.00,0.00,0.00,0.60,11,0,7500,997.95,750.60,0.00,10
C17532,784.63,1.00,641.00,641.00,0.00,913.15,0.92,0.92,0.00,0.08,1,12,1800,1657.99,288.04,0.00,12
C17533,4071.99,1.00,0.00,0.00,0.00,1541.39,0.00,0.00,0.00,0.25,3,0,5000,1528.93,1157.36,0.00,12
C17534,3616.39,1.00,2459.18,30.00,2429.18,0.00,1.00,0.08,1.00,0.00,0,194,5500,2203.06,922.32,0.00,12
C17535,2971.60,1.00,6513.38,4694.68,1818.70,0.00,0.92,0.33,0.83,0.00,0,41,5000,4960.05,1273.69,0.00,12
C17536,677.40,1.00,0.00,0.00,0.00,1149.41,0.00,0.00,0.00,0.67,8,0,1200,126.87,125.92,0.00,6
C17538,1884.08,1.00,31.66,0.00,31.66,493.38,0.17,0.00,0.17,0.58,14,2,2000,901.07,547.83,0.00,12
C17539,114.75,1.00,387.12,0.00,387.12,0.00,1.00,0.00,0.92,0.00,0,12,2500,981.33,122.37,0.18,12
C17540,201.49,1.00,1688.12,0.00,1688.12,0.00,1.00,0.00,1.00,0.00,0,12,4000,1641.15,174.41,1.00,12
C17541,299.53,1.00,3473.11,1263.54,2209.57,0.00,1.00,0.58,1.00,0.00,0,32,7500,3019.02,184.24,0.42,12
C17542,146.62,0.36,0.00,0.00,0.00,614.43,0.00,0.00,0.00,0.17,2,0,1200,216.98,173.05,0.00,12
C17543,2421.82,0.67,0.00,0.00,0.00,4045.77,0.00,0.00,0.00,0.50,7,0,5000,334.73,442.12,0.00,6
C17544,1728.30,1.00,673.80,0.00,673.80,0.00,1.00,0.00,1.00,0.00,0,12,1700,727.42,1751.73,0.00,12
C17545,1035.03,1.00,704.17,0.00,704.17,0.00,1.00,0.00,1.00,0.00,0,33,3400,274.26,272.89,0.00,12
C17546,14.87,0.82,391.68,0.00,391.68,0.00,0.83,0.00,0.83,0.00,0,10,1500,442.40,157.62,1.00,12
C17547,842.10,1.00,496.56,0.00,496.56,0.00,1.00,0.00,1.00,0.00,0,12,1000,254.60,467.88,0.00,12
C17548,1809.92,1.00,266.64,0.00,266.64,0.00,1.00,0.00,1.00,0.00,0,24,2500,77.99,13916.70,0.00,12
C17549,399.16,1.00,2870.76,894.49,1976.27,0.00,1.00,0.58,1.00,0.00,0,109,2500,3064.38,187.85,0.00,12
C17550,193.05,0.88,1337.10,1337.10,0.00,91.71,0.88,0.88,0.00,0.13,1,13,10000,2067.61,98.85,0.50,8
C17551,1243.69,1.00,221.72,0.00,221.72,1324.26,0.92,0.00,0.92,0.33,5,26,1700,2268.78,554.30,0.00,12
C17553,135.42,1.00,777.16,0.00,777.16,0.00,1.00,0.00,1.00,0.00,0,47,3000,601.47,174.12,0.00,12
C17554,19.59,0.91,299.77,0.00,299.77,0.00,1.00,0.00,1.00,0.00,0,16,2700,327.06,133.49,0.89,12
C17555,745.37,1.00,153.89,0.00,153.89,0.00,0.92,0.00,0.92,0.00,0,11,1700,500.11,191.01,0.00,12
C17556,274.31,1.00,419.88,0.00,419.88,0.00,1.00,0.00,1.00,0.00,0,24,2500,665.83,185.14,0.00,12
C17557,0.00,0.00,443.28,0.00,443.28,0.00,1.00,0.00,1.00,0.00,0,12,3000,0.00,,0.00,12
C17558,367.03,1.00,567.75,567.75,0.00,0.00,0.67,0.67,0.00,0.00,0,8,600,484.20,210.04,0.00,12
C17559,475.30,1.00,415.47,415.47,0.00,762.20,0.17,0.17,0.00,0.25,3,2,7000,3965.15,177.12,0.00,12
C17560,1865.27,1.00,412.00,412.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,2000,597.10,666.88,0.00,12
C17561,1618.28,1.00,3031.28,1616.35,1414.93,0.00,0.91,0.91,0.64,0.00,0,52,3200,2513.92,371.03,0.00,11
C17562,36.58,0.55,561.48,0.00,561.48,0.00,0.50,0.00,0.42,0.00,0,6,3000,891.71,167.29,1.00,12
C17563,443.56,1.00,26.09,26.09,0.00,646.93,0.08,0.08,0.00,0.50,16,4,1200,1218.87,200.75,0.08,12
C17565,17.91,0.36,159.00,0.00,159.00,0.00,0.17,0.00,0.08,0.00,0,2,4000,134.53,61.97,0.17,12
C17566,1514.89,0.91,928.06,834.30,93.76,0.00,0.91,0.73,0.82,0.00,0,31,4500,2797.89,469.82,0.00,11
C17567,63.29,1.00,545.38,0.00,545.38,0.00,0.92,0.00,0.83,0.00,0,11,4000,520.94,156.60,0.17,12
C17568,4135.66,1.00,0.00,0.00,0.00,3168.35,0.00,0.00,0.00,0.50,22,0,4500,1360.11,1434.93,0.00,12
C17569,129.88,0.91,672.00,0.00,672.00,0.00,0.67,0.00,0.67,0.00,0,8,1500,775.41,161.44,0.00,12
C17570,228.11,1.00,510.32,216.90,293.42,0.00,1.00,0.33,1.00,0.00,0,23,5000,552.20,182.03,0.00,12
C17571,277.31,1.00,1588.34,500.00,1088.34,0.00,0.92,0.08,0.92,0.00,0,18,2500,1316.91,217.36,0.08,12
C17572,20.92,0.73,392.96,0.00,392.96,0.00,0.67,0.00,0.58,0.00,0,8,4000,324.00,108.56,0.50,12
C17573,1462.75,1.00,2400.37,2113.74,286.63,0.00,1.00,0.67,1.00,0.00,0,34,1700,2893.73,757.44,0.00,12
C17574,328.44,0.73,2738.82,2408.82,330.00,0.00,0.58,0.33,0.33,0.00,0,31,1000,2339.53,364.97,0.50,12
C17575,11.77,0.27,101.00,101.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,1200,164.87,168.40,0.00,12
C17576,6105.10,1.00,248.73,0.00,248.73,8554.17,0.08,0.00,0.08,0.75,49,2,9000,1824.64,2173.25,0.00,12
C17577,1223.78,1.00,135.24,0.00,135.24,0.00,1.00,0.00,1.00,0.00,0,12,1200,328.93,678.34,0.00,12
C17578,659.12,1.00,458.50,0.00,458.50,0.00,0.92,0.00,0.92,0.00,0,11,1500,65.16,2883.93,0.00,12
C17579,4228.42,1.00,11994.71,11994.71,0.00,496.52,0.25,0.25,0.00,0.08,2,8,13450,508.80,1725.65,0.00,12
C17580,384.80,1.00,549.00,291.00,258.00,0.00,0.50,0.08,0.42,0.00,0,9,1000,569.60,610.73,0.00,12
C17581,141.66,0.18,1109.83,1109.83,0.00,379.16,0.17,0.17,0.00,0.08,1,3,1200,0.00,,0.00,12
C17582,18.12,0.50,57.00,57.00,0.00,0.00,0.17,0.17,0.00,0.00,0,1,1500,118.44,54.14,0.00,6
C17583,1150.04,1.00,1283.45,318.67,964.78,47.04,1.00,0.25,0.92,0.08,1,27,3500,2430.86,419.68,0.00,12
C17584,158.51,0.45,713.64,713.64,0.00,0.00,0.08,0.08,0.00,0.00,0,2,3000,1121.32,96.15,0.00,12
C17585,4925.08,1.00,194.60,194.60,0.00,2746.43,0.33,0.33,0.00,0.42,8,4,9000,5149.23,1825.52,0.00,12
C17586,61.65,0.45,1194.22,0.00,1194.22,0.00,0.67,0.00,0.67,0.00,0,20,3777.777778,1775.37,101.15,0.00,12
C17587,1669.49,1.00,0.00,0.00,0.00,254.01,0.00,0.00,0.00,0.17,4,0,1800,571.59,494.06,0.00,12
C17588,23.59,1.00,837.48,0.00,837.48,0.00,1.00,0.00,1.00,0.00,0,12,3500,775.90,3.30,0.17,12
C17589,61.25,1.00,377.86,78.00,299.86,0.00,1.00,0.17,1.00,0.00,0,24,2700,347.21,177.06,0.08,12
C17590,622.56,1.00,343.46,221.84,121.62,1898.12,0.33,0.33,0.17,0.58,11,13,1500,964.14,554.59,0.08,12
C17591,677.08,1.00,119.19,0.00,119.19,181.74,0.42,0.00,0.42,0.08,1,5,700,504.76,641.31,0.00,12
C17593,2.91,0.73,56.94,0.00,56.94,0.00,0.25,0.00,0.25,0.00,0,3,3000,129.41,42.03,0.27,12
C17594,807.56,0.82,242.06,0.00,242.06,0.00,0.50,0.00,0.50,0.00,0,6,1000,1610.24,504.35,0.00,12
C17595,1099.65,1.00,0.00,0.00,0.00,72.84,0.00,0.00,0.00,0.17,2,0,1200,322.78,309.25,0.00,12
C17596,2369.07,1.00,0.00,0.00,0.00,1235.77,0.00,0.00,0.00,0.20,2,0,3500,3428.65,403.82,0.00,10
C17597,1.94,0.18,15.30,0.00,15.30,0.00,0.08,0.00,0.08,0.00,0,1,5000,190.25,117.89,0.00,12
C17598,2365.49,1.00,0.00,0.00,0.00,1294.10,0.00,0.00,0.00,0.67,17,0,2500,816.52,994.03,0.00,12
C17599,1128.88,1.00,129.86,129.86,0.00,372.19,0.08,0.08,0.00,0.08,1,1,4200,767.99,293.20,0.00,12
C17600,806.45,1.00,0.00,0.00,0.00,916.64,0.00,0.00,0.00,0.08,1,0,3000,504.66,258.25,0.00,12
C17601,25.92,0.55,268.92,0.00,268.92,0.00,0.50,0.00,0.42,0.00,0,6,1500,458.39,146.45,1.00,12
C17602,531.08,0.82,485.73,152.40,333.33,474.10,0.25,0.08,0.17,0.08,1,3,2500,1657.45,146.97,0.10,12
C17603,1578.05,1.00,177.21,0.00,177.21,0.00,0.42,0.00,0.42,0.00,0,5,1400,0.00,,0.00,12
C17604,1371.19,1.00,208.76,149.00,59.76,73.24,0.25,0.17,0.17,0.08,2,5,1500,447.76,1969.54,0.00,12
C17605,484.11,1.00,0.00,0.00,0.00,850.78,0.00,0.00,0.00,0.50,10,0,1000,590.73,184.56,0.00,12
C17606,48.57,1.00,258.36,0.00,258.36,0.00,1.00,0.00,0.83,0.00,0,6,1500,197.46,81.83,0.50,6
C17607,709.48,1.00,0.00,0.00,0.00,1240.84,0.00,0.00,0.00,0.25,4,0,1000,1242.99,402.87,0.08,12
C17608,1768.46,1.00,449.73,395.05,54.68,0.00,0.42,0.33,0.33,0.00,0,10,3000,664.53,438.28,0.00,12
C17609,475.23,1.00,126.03,126.03,0.00,452.86,0.09,0.09,0.00,0.18,2,1,1200,476.75,186.40,0.00,11
C17610,75.24,1.00,623.30,384.05,239.25,0.00,1.00,0.33,0.83,0.00,0,19,4500,579.53,162.56,0.73,12
C17611,18.63,0.89,309.26,0.00,309.26,0.00,0.89,0.00,0.78,0.00,0,14,1500,272.65,122.28,0.71,9
C17612,980.92,1.00,0.00,0.00,0.00,644.77,0.00,0.00,0.00,0.33,5,0,1200,569.66,251.86,0.00,12
C17613,104.31,0.82,1270.59,1270.59,0.00,0.00,0.58,0.58,0.00,0.00,0,8,2000,1359.47,147.45,1.00,12
C17614,2383.43,1.00,95.08,95.08,0.00,2437.05,0.08,0.08,0.00,0.17,4,3,2500,145.15,16415.73,0.00,12
C17615,198.95,0.25,0.00,0.00,0.00,1365.19,0.00,0.00,0.00,0.13,1,0,2500,0.00,,0.00,8
C17616,145.47,1.00,95.00,38.00,57.00,0.00,0.25,0.08,0.17,0.00,0,4,1500,175.25,162.40,0.00,12
C17617,43.09,0.57,133.00,133.00,0.00,0.00,0.14,0.14,0.00,0.00,0,1,3000,189.25,96.86,0.00,7
C17618,1273.50,1.00,449.28,0.00,449.28,0.00,1.00,0.00,1.00,0.00,0,12,1200,475.73,4224.38,0.00,12
C17619,33.88,0.91,3421.12,3008.55,412.57,269.62,0.92,0.83,0.25,0.17,2,28,3500,3977.22,45.43,1.00,12
C17620,21.88,1.00,89.04,89.04,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2500,193.99,96.89,0.00,12
C17621,1223.63,1.00,2065.50,628.80,1436.70,0.00,1.00,0.17,1.00,0.00,0,46,1500,639.00,961.53,0.00,12
C17622,1441.99,0.91,0.00,0.00,0.00,2464.68,0.00,0.00,0.00,0.33,5,0,3000,3206.58,481.18,0.00,12
C17623,1070.63,1.00,651.91,651.91,0.00,40.08,0.42,0.42,0.00,0.08,1,43,1200,258.77,3520.91,0.00,12
C17624,594.27,0.91,1036.76,966.80,69.96,0.00,0.58,0.42,0.25,0.00,0,17,2500,198.24,260.48,0.00,12
C17625,25.72,0.36,449.32,449.32,0.00,0.00,0.17,0.17,0.00,0.00,0,4,5000,1086.38,131.75,1.00,12
C17626,1439.41,1.00,184.70,184.70,0.00,0.00,0.17,0.17,0.00,0.00,0,2,1500,299.99,4792.61,0.00,12
C17628,543.82,1.00,0.00,0.00,0.00,45.48,0.00,0.00,0.00,0.08,1,0,3000,593.95,261.13,0.00,12
C17629,36.98,0.18,0.00,0.00,0.00,4262.12,0.00,0.00,0.00,0.17,2,0,2500,22099.48,173.24,0.00,12
C17630,9220.53,1.00,1420.31,777.66,642.65,9816.78,1.00,0.25,1.00,0.83,29,77,12500,4257.37,4696.08,0.00,12
C17631,6631.79,1.00,74.17,74.17,0.00,4618.93,0.09,0.09,0.00,0.45,10,1,9000,1652.03,1516.89,0.00,11
C17632,39.25,1.00,1066.62,339.10,727.52,204.62,0.83,0.83,0.92,0.08,1,49,3500,1340.88,102.27,0.50,12
C17633,2.02,0.18,0.00,0.00,0.00,438.92,0.00,0.00,0.00,0.09,1,0,1200,1767.40,87.33,0.00,11
C17634,38.07,0.73,799.92,0.00,799.92,0.00,1.00,0.00,1.00,0.00,0,12,2500,553.93,85.99,0.33,12
C17635,578.80,0.55,994.12,105.00,889.12,2578.56,0.83,0.17,0.83,0.75,31,12,2500,2369.35,114.09,0.00,12
C17636,1325.68,1.00,1084.87,687.57,397.30,3330.91,0.83,0.33,0.83,0.42,9,16,3000,4135.41,405.94,0.09,12
C17637,743.53,1.00,158.95,158.95,0.00,0.00,0.38,0.38,0.00,0.00,0,3,800,250.35,185.18,0.00,8
C17638,0.00,0.00,180.66,54.00,126.66,0.00,0.58,0.08,0.50,0.00,0,7,2700,221.28,,0.00,12
C17639,41.79,1.00,821.51,501.95,319.56,109.92,0.83,0.08,0.83,0.08,1,11,4000,969.03,132.16,0.30,12
C17640,987.11,1.00,0.00,0.00,0.00,1139.39,0.00,0.00,0.00,0.14,2,0,1200,139.61,232.00,0.00,7
C17641,11.98,0.73,187.55,0.00,187.55,0.00,0.75,0.00,0.75,0.00,0,9,1000,261.92,160.97,0.63,12
C17642,11.32,0.18,112.23,112.23,0.00,0.00,0.08,0.08,0.00,0.00,0,1,3000,636.15,88.67,0.00,12
C17643,0.00,0.00,300.00,0.00,300.00,0.00,0.08,0.00,0.08,0.00,0,1,4000,5228.82,81.40,0.00,12
C17644,523.13,1.00,786.94,582.74,204.20,1088.14,0.25,0.08,0.08,0.25,4,3,1000,1603.45,223.73,0.08,12
C17645,650.49,1.00,555.20,339.00,216.20,589.35,0.58,0.08,0.42,0.08,1,8,1000,351.58,610.83,0.00,12
C17646,2320.11,0.89,2118.42,2118.42,0.00,3285.57,0.22,0.22,0.00,0.56,14,14,5000,922.70,1312.07,0.00,9
C17647,106.45,0.82,2014.84,874.84,1140.00,0.00,0.58,0.42,0.17,0.00,0,24,3000,2139.73,138.43,1.00,12
C17648,281.11,0.73,0.00,0.00,0.00,295.62,0.00,0.00,0.00,0.17,3,0,1000,631.47,219.97,0.00,12
C17649,324.06,1.00,2075.13,1100.00,975.13,0.00,1.00,0.08,1.00,0.00,0,48,1500,1653.94,305.33,0.25,12
C17650,618.00,1.00,387.70,250.00,137.70,684.84,0.83,0.17,0.75,0.08,1,13,1200,1723.35,332.04,0.17,12
C17651,2076.21,1.00,1057.00,0.00,1057.00,0.00,0.42,0.00,0.33,0.00,0,8,2500,696.77,711.32,0.00,12
C17652,63.08,1.00,114.00,0.00,114.00,0.00,0.25,0.00,0.25,0.00,0,3,3000,184.58,136.78,0.00,12
C17653,0.14,0.10,0.00,0.00,0.00,97.04,0.00,0.00,0.00,0.20,2,0,7000,186.43,18.25,0.00,10
C17654,1012.84,0.82,0.00,0.00,0.00,790.83,0.00,0.00,0.00,0.33,11,0,1500,2531.65,447.81,0.00,12
C17655,6.53,0.18,53.09,53.09,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1000,309.52,86.89,0.00,12
C17656,83.26,1.00,41.40,11.90,29.50,0.00,0.25,0.08,0.17,0.00,0,3,2700,157.23,163.32,0.00,12
C17657,852.53,1.00,45.65,45.65,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1200,387.59,231.56,0.00,12
C17658,304.25,0.91,3127.98,0.00,3127.98,0.00,0.83,0.00,0.83,0.00,0,10,6000,3489.90,3240.48,0.71,12
C17659,16.00,0.64,159.44,0.00,159.44,0.00,0.58,0.00,0.58,0.00,0,11,2700,276.11,141.92,0.29,12
C17660,1087.78,1.00,0.00,0.00,0.00,1562.70,0.00,0.00,0.00,0.17,2,0,1500,3093.89,298.01,0.17,12
C17661,3255.15,1.00,1771.60,251.00,1520.60,1279.57,0.92,0.17,0.75,0.25,6,15,9000,4619.79,853.91,0.00,12
C17662,69.34,0.55,211.87,211.87,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1400,435.01,133.99,0.00,12
C17663,1433.40,1.00,0.00,0.00,0.00,1190.75,0.00,0.00,0.00,0.25,4,0,2000,993.07,388.12,0.00,12
C17664,3278.51,0.63,472.51,216.49,256.02,6548.95,0.50,0.13,0.38,0.25,8,9,7000,1304.85,1296.59,0.00,8
C17665,68.62,1.00,423.23,243.23,180.00,0.00,1.00,0.11,0.89,0.00,0,10,1000,458.25,107.88,0.50,9
C17666,1562.60,1.00,880.22,816.88,63.34,0.00,0.42,0.08,0.33,0.00,0,8,2500,459.44,4257.95,0.00,12
C17667,412.59,0.55,0.00,0.00,0.00,1852.22,0.00,0.00,0.00,0.25,3,0,2500,3935.00,394.90,0.00,12
C17668,428.60,1.00,208.00,208.00,0.00,164.03,0.25,0.25,0.00,0.33,6,4,1200,975.19,193.99,0.00,12
C17669,2071.95,1.00,2090.21,0.00,2090.21,0.00,1.00,0.00,1.00,0.00,0,80,2500,1327.00,556.63,0.00,12
C17670,973.56,1.00,0.00,0.00,0.00,2061.53,0.00,0.00,0.00,0.82,21,0,1700,1789.47,533.41,0.09,11
C17671,624.63,0.82,0.00,0.00,0.00,950.85,0.00,0.00,0.00,0.25,8,0,1000,330.06,289.69,0.00,12
